/EstablishmentCollection/EstablishmentDetail/BusinessName,/EstablishmentCollection/EstablishmentDetail/BusinessType,/EstablishmentCollection/EstablishmentDetail/BusinessTypeID,/EstablishmentCollection/EstablishmentDetail/FHRSID,/EstablishmentCollection/EstablishmentDetail/FHRSID/#agg,/EstablishmentCollection/EstablishmentDetail/Geocode/Latitude,/EstablishmentCollection/EstablishmentDetail/Geocode/Longitude,/EstablishmentCollection/EstablishmentDetail/LocalAuthorityBusinessID,/EstablishmentCollection/EstablishmentDetail/LocalAuthorityCode,/EstablishmentCollection/EstablishmentDetail/LocalAuthorityEmailAddress,/EstablishmentCollection/EstablishmentDetail/LocalAuthorityName,/EstablishmentCollection/EstablishmentDetail/NewRatingPending,/EstablishmentCollection/EstablishmentDetail/PostCode,/EstablishmentCollection/EstablishmentDetail/RatingKey,/EstablishmentCollection/EstablishmentDetail/RatingValue,/EstablishmentCollection/EstablishmentDetail/SchemeType,/EstablishmentCollection/EstablishmentDetail/Scores/ConfidenceInManagement,/EstablishmentCollection/EstablishmentDetail/Scores/Hygiene,/EstablishmentCollection/EstablishmentDetail/Scores/Structural,/Header/ExtractDate
Doodles,Retailers - other,4613,1816354,1816354,53.4819819,-2.2349879,AC032025-20892,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 1JA,fhrs_4_en-GB,4,FHRS,10,5,5,27/01/2026
Dopamine Express,Retailers - other,4613,1906938,1906938,,,AC122025-25462,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
DopamineX,Retailers - other,4613,1906984,1906984,53.4398961,-2.1999197,AC122025-25604,415,envhealth@manchester.gov.uk,Manchester,FALSE,M19 2HR,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Dormouse Chocolates,Retailers - other,4613,1821566,1821566,53.4775661,-2.2497444,AC-072024-016596,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 4EN,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Dos Valentinas,Other catering premises,7841,1817092,1817092,,,AC-072024-005793,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Dosaxpress,Restaurant/Cafe/Canteen,1,1816834,1816834,53.4337026,-2.2297837,AC-072024-005482,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 3HE,fhrs_4_en-GB,4,FHRS,10,5,5,27/01/2026
Double Tree by Hilton,Hotel/bed & breakfast/guest house,7842,1816811,1816811,53.47861862,-2.23341608,AC-072024-005454,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 3DG,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Double Tree by Hilton Manchester Airport,Hotel/bed & breakfast/guest house,7842,1816493,1816493,53.3650708,-2.271039,AC-072024-005073,415,envhealth@manchester.gov.uk,Manchester,FALSE,M90 4WP,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Double Zero Pizzeria,Restaurant/Cafe/Canteen,1,1820331,1820331,53.438114,-2.27408,AC-072024-015117,415,envhealth@manchester.gov.uk,Manchester,FALSE,M21 8AZ,fhrs_3_en-GB,3,FHRS,10,5,10,27/01/2026
Double Zero Pizzeria,Restaurant/Cafe/Canteen,1,1818021,1818021,53.480179,-2.241157,AC-072024-006888,415,envhealth@manchester.gov.uk,Manchester,FALSE,M2 2BY,fhrs_4_en-GB,4,FHRS,5,10,0,27/01/2026
Dough Bites Two T/as Proove,Restaurant/Cafe/Canteen,1,1819242,1819242,53.4278862,-2.2416574,AC-072024-013777,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 1LH,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Dough Club,Takeaway/sandwich shop,7844,1816269,1816269,53.461434,-2.224723,AC012025-20229,415,envhealth@manchester.gov.uk,Manchester,FALSE,M13 9WL,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Dough Religion,Restaurant/Cafe/Canteen,1,1839383,1839383,53.4721006,-2.2454092,AC062025-22381,415,envhealth@manchester.gov.uk,Manchester,FALSE,M15 4ND,fhrs_5_en-GB,5,FHRS,5,5,0,27/01/2026
DoughBoyz Parmo House,Takeaway/sandwich shop,7844,1894447,1894447,53.4331813,-2.2001741,AC092025-24119,415,envhealth@manchester.gov.uk,Manchester,FALSE,M19 1FE,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
DOUGHCLUB,Restaurant/Cafe/Canteen,1,1818234,1818234,53.4348026,-2.2280435,AC-072024-007161,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 3BQ,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
DoughRoom also t/a Pizza Mi,Restaurant/Cafe/Canteen,1,1870776,1870776,53.4803605,-2.2442138,AC082025-23466,415,envhealth@manchester.gov.uk,Manchester,FALSE,M2 4JA,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Doug's,Restaurant/Cafe/Canteen,1,1816211,1816211,53.4728879,-2.2389838,AC012025-20003,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 7FS,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Dover Street Delivery Hub,Restaurant/Cafe/Canteen,1,1819657,1819657,53.47631454,-2.232140064,AC-072024-014276,415,envhealth@manchester.gov.uk,Manchester,FALSE,M13 9PL,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Doves Nest Nursing Home,Hospitals/Childcare/Caring Premises,5,1819041,1819041,53.495005,-2.165301,AC-072024-013549,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 1QQ,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Down 2 Earth Minimart All Nations,Retailers - other,4613,1816926,1816926,53.3859148,-2.2707674,AC-072024-005586,415,envhealth@manchester.gov.uk,Manchester,FALSE,M22 9GQ,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Down the Rabbit Hole,Other catering premises,7841,1816891,1816891,,,AC-072024-005546,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Downing House,Hospitals/Childcare/Caring Premises,5,1819875,1819875,53.434448,-2.226267,AC-072024-014538,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 4PP,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Downstair Cafe,Restaurant/Cafe/Canteen,1,1818326,1818326,53.4673179,-2.2267603,AC-072024-007483,415,envhealth@manchester.gov.uk,Manchester,FALSE,M13 9SY,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Dr Puppy Bakery also T/as 20 The Bund and Dr Duckling,Other catering premises,7841,1894390,1894390,,,AC082025-23847,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Dr Saucy,Restaurant/Cafe/Canteen,1,1906815,1906815,53.4805089,-2.2233987,AC102025-24902,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 6DH,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Dr. Miao,Restaurant/Cafe/Canteen,1,1816516,1816516,53.476905,-2.238049,AC-072024-005104,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 3LY,fhrs_4_en-GB,4,FHRS,5,10,5,27/01/2026
Dragon Burger Box,Takeaway/sandwich shop,7844,1818742,1818742,53.434032,-2.227935,AC-072024-013140,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 4AN,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Dragon Oriental Restaurant,Restaurant/Cafe/Canteen,1,1820952,1820952,53.4782051,-2.2398798,AC-072024-015869,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 4EF,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
DREAM NEST MANCHESTER LTD,Retailers - other,4613,1839334,1839334,,,AC052025-22255,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Dream Wok,Takeaway/sandwich shop,7844,1820746,1820746,53.441958,-2.218885,AC-072024-015616,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 6JR,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
DreamBakes,Retailers - other,4613,1816421,1816421,,,AC032025-21160,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Dress My Plate,Other catering premises,7841,1818229,1818229,,,AC-072024-007152,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Drip,Takeaway/sandwich shop,7844,1821847,1821847,53.432307,-2.207531,AC092024-18153,415,envhealth@manchester.gov.uk,Manchester,FALSE,M19 1AL,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Drip tenders,Takeaway/sandwich shop,7844,1906934,1906934,53.4715947,-2.2173934,AC122025-25453,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 6DA,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Dristor's Shawarma,Takeaway/sandwich shop,7844,1831093,1831093,53.4631597,-2.1708222,AC042025-21472,415,envhealth@manchester.gov.uk,Manchester,FALSE,M18 8DD,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Drive Thru BBQ,Other catering premises,7841,1817475,1817475,,,AC-072024-006240,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Drizzle City Bakes,Other catering premises,7841,1816970,1816970,53.48444,-2.2141219,AC-072024-005643,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 7FS,fhrs_4_en-GB,4,FHRS,5,0,10,27/01/2026
Drop the Beet,Other catering premises,7841,1818109,1818109,,,AC-072024-006990,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_5_en-GB,5,FHRS,5,5,0,27/01/2026
Drumstick,Takeaway/sandwich shop,7844,1818098,1818098,53.409445,-2.256175,AC-072024-006979,415,envhealth@manchester.gov.uk,Manchester,FALSE,M22 4HH,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
DSV Road Ltd,Distributors/Transporters,7,1894571,1894571,53.3976884,-2.2980861,AC102025-24609,415,envhealth@manchester.gov.uk,Manchester,FALSE,M23 9ET,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Dubai Bakery,Restaurant/Cafe/Canteen,1,1818015,1818015,53.446743,-2.191025,AC-072024-006876,415,envhealth@manchester.gov.uk,Manchester,FALSE,M19 3DL,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Dubai Shawarma,Takeaway/sandwich shop,7844,1820556,1820556,53.507908,-2.241601,AC-072024-015399,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 9LR,fhrs_3_en-GB,3,FHRS,10,10,5,27/01/2026
Ducie Street Warehouse,Hotel/bed & breakfast/guest house,7842,1821184,1821184,53.4806449,-2.2275501,AC-072024-016138,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 2JQ,fhrs_5_en-GB,5,FHRS,0,5,5,27/01/2026
Ducklings Nursery,Hospitals/Childcare/Caring Premises,5,1820468,1820468,53.51686,-2.213661,AC-072024-015294,415,envhealth@manchester.gov.uk,Manchester,FALSE,M9 8AJ,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Duffy's Bar,Pub/bar/nightclub,7843,1821351,1821351,53.441678,-2.276136,AC-072024-016348,415,envhealth@manchester.gov.uk,Manchester,FALSE,M21 8AD,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Duke Street Coffee,Takeaway/sandwich shop,7844,1839377,1839377,,,AC052025-22352,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 4JL,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Dulcimer,Pub/bar/nightclub,7843,1819856,1819856,53.4423413,-2.2765013,AC-072024-014510,415,envhealth@manchester.gov.uk,Manchester,FALSE,M21 0AE,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Dum Masala,Takeaway/sandwich shop,7844,1817609,1817609,53.4715471,-2.2188695,AC-072024-006399,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 6DA,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Dumpling Lam also T/as Siu Mai Bar,Retailers - other,4613,1818260,1818260,53.4853366,-2.2129027,AC-072024-007199,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 7SL,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Dunkin',Restaurant/Cafe/Canteen,1,1817536,1817536,53.4805788,-2.2338783,AC-072024-006310,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 2BU,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Dunkin' Burgers,Takeaway/sandwich shop,7844,1818139,1818139,53.4837412,-2.2391547,AC-072024-007028,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 3AH,fhrs_4_en-GB,4,FHRS,10,0,0,27/01/2026
Dunnisher Road Neighbours,Retailers - other,4613,1816298,1816298,,,AC022025-20415,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Durbar Square Restaurant,Restaurant/Cafe/Canteen,1,1821502,1821502,53.421364,-2.242734,AC-072024-016517,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 2PN,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Durbers Convenience Store,Retailers - other,4613,1817566,1817566,53.441987,-2.186066,AC-072024-006343,415,envhealth@manchester.gov.uk,Manchester,FALSE,M19 3NU,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Duseyo,Distributors/Transporters,7,1839324,1839324,53.4764066,-2.2193763,AC052025-22215,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 6AE,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Dusk Til Pawn,Pub/bar/nightclub,7843,1817810,1817810,53.482474,-2.235413,AC-072024-006643,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 1JA,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
"DXB CHOC also T/as Fast Trak Ltd, DXB CHOC, Dubai Style Chocolate",Retailers - other,4613,1839412,1839412,53.3981239,-2.2997029,AC062025-22528,415,envhealth@manchester.gov.uk,Manchester,FALSE,M23 9XS,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Dynamic Support of Greater Manchester Ltd,Retailers - other,4613,1818747,1818747,53.4657133,-2.2425489,AC-072024-013146,415,envhealth@manchester.gov.uk,Manchester,FALSE,M15 6AX,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
E&E NEW LIFE,Other catering premises,7841,1817254,1817254,,,AC-072024-005980,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_5_en-GB,5,FHRS,5,5,0,27/01/2026
Each Step,Hospitals/Childcare/Caring Premises,5,1817383,1817383,53.522657,-2.186917,AC-072024-006126,415,envhealth@manchester.gov.uk,Manchester,FALSE,M9 7ED,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
E-Act Academy,School/college/university,7845,1819757,1819757,,,AC-072024-014381,415,envhealth@manchester.gov.uk,Manchester,FALSE,M9 0RD,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Eagle Bar,Pub/bar/nightclub,7843,1821313,1821313,53.477482,-2.237043,AC-072024-016300,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 3HZ,fhrs_4_en-GB,4,FHRS,5,5,10,27/01/2026
Eagle Butchers Limited,Retailers - other,4613,1820758,1820758,53.5140153,-2.1995292,AC-072024-015629,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 9NL,fhrs_1_en-GB,1,FHRS,20,15,15,27/01/2026
Eagle Street Coffee,Restaurant/Cafe/Canteen,1,1820978,1820978,53.48546982,-2.234931946,AC-072024-015897,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 5BU,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Early Days Day Nursery,Hospitals/Childcare/Caring Premises,5,1820753,1820753,53.456731,-2.261144,AC-072024-015623,415,envhealth@manchester.gov.uk,Manchester,FALSE,M16 7RQ,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Early Inspirations Nursery,Hospitals/Childcare/Caring Premises,5,1819592,1819592,53.4525922,-2.1951499,AC-072024-014204,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 4GJ,fhrs_5_en-GB,5,FHRS,5,5,0,27/01/2026
East West,Retailers - other,4613,1819150,1819150,53.428605,-2.216573,AC-072024-013678,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 4RQ,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
East West Continental Food,Retailers - other,4613,1820886,1820886,53.42109,-2.217198,AC-072024-015791,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 6EL,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Eastern Bloc,Restaurant/Cafe/Canteen,1,1821272,1821272,53.4828125,-2.2338113,AC-072024-016241,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 1DN,fhrs_4_en-GB,4,FHRS,5,0,10,27/01/2026
Eastern Pearl,Restaurant/Cafe/Canteen,1,1821185,1821185,53.461151,-2.212703,AC-072024-016139,415,envhealth@manchester.gov.uk,Manchester,FALSE,M13 0BG,fhrs_4_en-GB,4,FHRS,10,0,10,27/01/2026
Eastern Revive,Restaurant/Cafe/Canteen,1,1817619,1817619,53.4177731,-2.2305253,AC-072024-006410,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 6WA,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Eastlands Bakery,Retailers - other,4613,1817653,1817653,53.4913157,-2.2121434,AC-072024-006450,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 8EL,fhrs_4_en-GB,4,FHRS,5,5,10,27/01/2026
Eastlands Venue Services,Restaurant/Cafe/Canteen,1,1816320,1816320,53.4814655,-2.1936489,AC022025-20505,415,envhealth@manchester.gov.uk,Manchester,FALSE,M11 4TQ,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Easy Coffee,Restaurant/Cafe/Canteen,1,1816455,1816455,53.5114875,-2.2113662,AC-072024-005030,415,envhealth@manchester.gov.uk,Manchester,FALSE,M9 4DH,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Easycafe,Takeaway/sandwich shop,7844,1816586,1816586,53.5125603,-2.211554,AC-072024-005189,415,envhealth@manchester.gov.uk,Manchester,FALSE,M9 4DH,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Eat & Sweet Real Jamaican Street Food,Mobile caterer,7846,1821067,1821067,,,AC-072024-016001,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Eat 2 Treat,Retailers - other,4613,1818600,1818600,53.483958,-2.239279,AC-072024-012953,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 3AH,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Eat Fit Ltd,Restaurant/Cafe/Canteen,1,1894560,1894560,53.4716791,-2.2203917,AC102025-24567,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 6DA,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Eat Goody,Restaurant/Cafe/Canteen,1,1816879,1816879,53.470805,-2.236101,AC-072024-005533,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 7HU,fhrs_4_en-GB,4,FHRS,10,0,5,27/01/2026
Eat Italian,Restaurant/Cafe/Canteen,1,1818332,1818332,53.4799421,-2.237702,AC-072024-007491,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 4AJ,fhrs_1_en-GB,1,FHRS,20,15,0,27/01/2026
Eat Meat Restaurant,Restaurant/Cafe/Canteen,1,1819522,1819522,53.4341735,-2.2279498,AC-072024-014110,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 4AN,fhrs_1_en-GB,1,FHRS,20,15,15,27/01/2026
Eat Well MCR at Cafe 93,Restaurant/Cafe/Canteen,1,1894676,1894676,53.5103022,-2.2104889,AC112025-25146,415,envhealth@manchester.gov.uk,Manchester,FALSE,M9 5BG,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Eat Well MCR CIC,Other catering premises,7841,1821592,1821592,,,AC-072024-016627,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 7FT,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
EatStreet Liverpool Ltd,Mobile caterer,7846,1816511,1816511,53.49526,-2.232997,AC-072024-005098,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 8RQ,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Echo's Day Nursery,Hospitals/Childcare/Caring Premises,5,1820269,1820269,,,AC-072024-015030,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 7DQ,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Eclectic Sweets,Mobile caterer,7846,1820364,1820364,,,AC-072024-015165,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Eden Boys Leadership Academy Manchester,School/college/university,7845,1820988,1820988,53.4967099,-2.2313199,AC-072024-015907,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 8DT,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Eden Girls Leadership Academy,School/college/university,7845,1820989,1820989,53.4983734,-2.230476,AC-072024-015908,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 8DT,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Edinburgh Castle,Pub/bar/nightclub,7843,1820759,1820759,53.4842415,-2.2298713,AC-072024-015630,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 5EP,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Edo Diaspora African Foodbank,Other catering premises,7841,1817280,1817280,53.4916022,-2.2127779,AC-072024-006016,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 8BB,fhrs_exempt_en-GB,Exempt,FHRS,,,,27/01/2026
Efendi Lounge,Restaurant/Cafe/Canteen,1,1816605,1816605,53.4542682,-2.2105889,AC-072024-005211,415,envhealth@manchester.gov.uk,Manchester,FALSE,M13 0YN,fhrs_exempt_en-GB,Exempt,FHRS,,,,27/01/2026
Egerton Inn,Pub/bar/nightclub,7843,1819445,1819445,53.514717,-2.243313,AC-072024-014019,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 5BY,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Egg & Co,Restaurant/Cafe/Canteen,1,1839433,1839433,,,AC102024-18655,415,envhealth@manchester.gov.uk,Manchester,FALSE,M15 4YB,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
eggandco,Restaurant/Cafe/Canteen,1,1821951,1821951,53.4723962,-2.2520985,AC102024-18694,415,envhealth@manchester.gov.uk,Manchester,FALSE,M15 4YB,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Eggfree Cake Box Manchester Limited,Retailers - other,4613,1819665,1819665,53.45869,-2.20261,AC-072024-014285,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 0SH,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Eggslut,Restaurant/Cafe/Canteen,1,1906772,1906772,53.4798164,-2.2480364,AC012026-25653,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 3WR,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Egyptian Cheese,Manufacturers/packers,7839,1818227,1818227,,,AC-072024-007149,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_4_en-GB,4,FHRS,10,5,5,27/01/2026
Eighth Day Cafe,Restaurant/Cafe/Canteen,1,1820887,1820887,53.4710983,-2.2375024,AC-072024-015792,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 7DU,fhrs_5_en-GB,5,FHRS,0,5,5,27/01/2026
Ekelipse,Restaurant/Cafe/Canteen,1,1849374,1849374,53.4916605,-2.2488437,AC062025-22728,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 1FF,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Ek's Kitchen,Restaurant/Cafe/Canteen,1,1817123,1817123,53.415408,-2.217514,AC-072024-005829,415,envhealth@manchester.gov.uk,Manchester,FALSE,M19 1GN,fhrs_4_en-GB,4,FHRS,10,0,0,27/01/2026
El Ammar Bakery Cafe,Restaurant/Cafe/Canteen,1,1820127,1820127,53.47371674,-2.19128108,AC-072024-014874,415,envhealth@manchester.gov.uk,Manchester,FALSE,M11 2DW,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
El Espanolito/Just Gyros,Other catering premises,7841,1816721,1816721,53.4679428,-2.2332219,AC-072024-005350,415,envhealth@manchester.gov.uk,Manchester,FALSE,M13 9PL,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
El Gato Negro,Restaurant/Cafe/Canteen,1,1817825,1817825,53.48105,-2.245772,AC-072024-006660,415,envhealth@manchester.gov.uk,Manchester,FALSE,M2 4LY,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
EL PILOTO,Restaurant/Cafe/Canteen,1,1839389,1839389,53.4757314,-2.2443532,AC062025-22425,415,envhealth@manchester.gov.uk,Manchester,FALSE,M2 3BD,fhrs_4_en-GB,4,FHRS,10,0,10,27/01/2026
El Rincon de Rafa,Restaurant/Cafe/Canteen,1,1818912,1818912,53.4779913,-2.25004,AC-072024-013379,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 4BQ,fhrs_3_en-GB,3,FHRS,10,5,10,27/01/2026
El-Bethel Church,Retailers - other,4613,1906822,1906822,53.4921957,-2.2422884,AC112025-24944,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 1HN,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Eleanor,Restaurant/Cafe/Canteen,1,1820404,1820404,53.42397,-2.238942,AC-072024-015218,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 3ZA,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Electric Gamebox,Retailers - other,4613,1816543,1816543,53.483154,-2.241377,AC-072024-005138,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 3AQ,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Electric Shuffle,Pub/bar/nightclub,7843,1818427,1818427,53.478895,-2.2488314,AC-072024-007624,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 3NW,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Electrik,Pub/bar/nightclub,7843,1821284,1821284,53.442325,-2.27605,AC-072024-016260,415,envhealth@manchester.gov.uk,Manchester,FALSE,M21 0AE,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Elegant Cake Designs,Other catering premises,7841,1817295,1817295,,,AC-072024-006033,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Eleven Didsbury Park,Hotel/bed & breakfast/guest house,7842,1819073,1819073,53.411668,-2.227876,AC-072024-013591,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 5LH,fhrs_5_en-GB,5,FHRS,5,5,0,27/01/2026
